loglik_ratio,sigma,x,sex
8.64170942804776e-07,9.99999502314476e-09,1.9566738090333,-0.221121460759612
1.30551597976591e-07,9.9999949597573e-09,1.96424536056655,-0.119192787752862
3.24058419209905e-07,9.99999499369458e-09,2.26218205177339,0.0945969060394897
1.78072696144227e-07,9.99999426268141e-09,2.17182530445594,0.00459598324972438
3.44140062225051e-07,9.99999462338873e-09,2.12399001147148,0.100776053269056
4.11864675697871e-08,9.99999516125765e-09,2.03154846535316,0.0342778749980384
2.52271092904266e-07,9.99999459110717e-09,1.89182238373727,0.0268448499892363
2.71311364485882e-07,9.99999501304185e-09,2.18089621739506,0.100341692888356
2.20106812776066e-08,9.99999488907752e-09,1.99340844609267,-0.0660388123426688
3.70984707842581e-07,9.99999492831256e-09,2.14929079992464,-0.0971600768234666
3.591958375182e-08,9.99999434985616e-09,2.49866340977493,0.0549558335514636
8.02829163148999e-08,9.99999485312652e-09,2.14513983860401,0.0468462328332376
2.52577592618763e-07,9.9999949334875e-09,1.97895443556807,0.0268630955345636
1.51668245962355e-07,9.99999520258858e-09,2.05915616889717,-0.073091964093104
1.43393936014036e-06,9.99999513043579e-09,2.00744337793836,-0.109553890936009
4.4437274482334e-07,9.99999497194885e-09,2.13609641163546,-0.055990814210118
2.19365574594121e-07,9.99999521312494e-09,2.17601392084657,-0.031103394872553
1.32026798382867e-07,9.99999451055131e-09,2.1754792375527,0.0767560217819267
4.40327312389854e-07,9.99999475839474e-09,1.89743462013867,-0.009458601606192
3.62624632543884e-08,9.99999492706186e-09,1.85839792973868,-0.105561243261318
8.41200744616799e-08,9.99999483158629e-09,2.03303113558426,-0.122423669502813
4.99585439683869e-08,9.99999476952847e-09,1.94532990164267,-0.0192352422537968
2.94132405542769e-07,9.99999483179997e-09,2.00622923760586,0.0353204746669359
3.84779923479073e-07,9.99999483321606e-09,2.16549788064566,0.0225400375745501
1.09091160993557e-07,9.99999495525066e-09,2.10605573039876,0.107027237940987
4.66460176508099,0.563851360031261,2.16964665712729,0.108086050265024
8.27958501758985e-08,9.99999457203144e-09,2.03841486916008,-0.0296143114144276
1.07779669633601e-07,9.99999486200841e-09,1.93787713927498,0.0362239893712227
2.73529622063506e-07,9.99999482728801e-09,1.90535121416552,-0.0516847182021317
5.91427124163602e-07,9.99999449501254e-09,2.11116246864967,-0.0097350227368244
2.42157511820551e-07,9.99999504507354e-09,2.16422996654051,0.00792088247436358
5.52568053535651e-07,9.99999482111008e-09,1.95242303361924,0.0611700453328999
1.06917832454201e-06,9.99999496720061e-09,1.7607917673456,0.0975270062583109
3.77322066924535e-08,9.99999464845045e-09,2.15525657229968,-0.0323473906520685
1.41433883982245e-06,9.99999567265702e-09,1.85276920140585,-0.0762382548246407
1.26091435959097e-07,9.99999495524695e-09,1.74634273481701,-0.0155549486144473
1.49449078890029e-07,9.99999441641806e-09,2.11542365483517,-0.0736443117580132
5.28008058608975e-07,9.99999465513483e-09,2.19687385129034,-0.145618910539313
1.44214027386624e-07,9.9999947727728e-09,1.87835730644065,0.00683778380803813
5.02894181408919e-07,9.99999503302063e-09,1.9176302191948,-0.0418014170205896
6.85649865772575e-08,9.99999501281063e-09,2.21537276527294,-0.0544630960558261
5.66169546800666e-08,9.99999466990616e-09,1.74192219286839,-0.0495128802739666
1.63907316164114e-07,9.99999472345854e-09,2.11904155736634,0.0684435565164933
2.19612047658302e-07,9.99999477247604e-09,2.14549521648845,0.0458527842205297
1.9854269339703e-08,9.99999500897261e-09,1.97034675176357,-0.158606051919688
4.37603375758044e-08,9.99999482066171e-09,1.99859734409534,-0.0985711517511729
3.13724740408361e-07,9.99999519343683e-09,1.81849094227562,0.0825523955070683
1.30384250951465e-07,9.99999495282794e-09,1.93663072624327,0.138614400548685
3.96921677747741e-08,9.99999468842547e-09,1.81137909610649,0.104540489435614
6.04532033321448e-08,9.9999945649961e-09,2.22320144931204,0.0145217616224389
7.23387529433239e-07,9.9999953765689e-09,1.97608500477189,0.122788885896925
1.2326108844718e-07,9.99999463367695e-09,2.05974787247853,-0.168651451593163
5.15037754666992e-08,9.99999456920678e-09,2.06976243444026,-0.0807950654312889
2.86945578409359e-08,9.99999472992085e-09,1.71915742065097,-0.111238557485272
2.00490012502996e-06,9.99999563847506e-09,1.95715672799915,0.124760912609898
1.04257196653634e-07,9.99999496226336e-09,1.75307196832399,0.0172586845037766
6.46298758510966e-07,9.99999504619739e-09,1.88968121175299,-0.0604214105796849
1.48674098454649e-06,9.9999950633219e-09,2.16460365377333,0.0092084552939396
8.49974640004802e-07,9.99999482298201e-09,1.92893735462614,0.0428929175639889
6.96394636179321e-07,9.99999509877788e-09,2.12941659672686,-0.0692832266202277
1.52246684592683e-07,9.99999457939177e-09,1.84497676490238,0.0690477425669389
3.91682988265529e-08,9.99999448721753e-09,1.850881099658,-0.13294955594961
2.32889760809485e-07,9.999995146154e-09,2.36194859194119,0.0331541501311534
1.2489272194216e-07,9.99999461814314e-09,1.96873200270014,-0.00902903721093535
1.68083715834655e-07,9.99999469792386e-09,2.28347405175415,-0.0646324827098264
7.01556928106584e-08,9.99999510163413e-09,2.00160902202966,0.104889375678916
3.59973455488216e-07,9.99999477971602e-09,1.81668438214929,-0.100441501415517
1.0305484465789e-07,9.99999491142069e-09,1.93605053632715,0.0561338235793894
3.57413227902725e-08,9.99999471424959e-09,1.91823540517804,0.120437762988685
1.1406336852815e-07,9.99999528153752e-09,1.91655201576864,0.0235543831664329
9.46418367675506e-07,9.99999496596354e-09,2.08051057072554,-0.0585149761868603
1.34807123686187e-07,9.99999436245253e-09,2.14276725940242,-0.0638290519954327
1.08601852844004e-07,9.99999487035979e-09,2.24291982779275,0.0323524365484743
4.29648025601637e-07,9.99999514425178e-09,1.66846524382274,0.0119443207054291
3.03417436953168e-07,9.99999477458633e-09,1.81663080000317,0.0954492903842892
2.97182850772515e-07,9.99999489826428e-09,1.77304157006511,0.0579534431802541
